"Notes"	"Residence Census Region"	"Residence Census Region Code"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
	"Census Region 4: West"	"CENS-R4"	"2022 Week 17 ending April 30, 2022"	"2022/17"	11985	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 18 ending May 07, 2022"	"2022/18"	11887	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 19 ending May 14, 2022"	"2022/19"	11859	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 20 ending May 21, 2022"	"2022/20"	11953	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 21 ending May 28, 2022"	"2022/21"	12147	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 22 ending June 04, 2022"	"2022/22"	11989	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 23 ending June 11, 2022"	"2022/23"	12226	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 24 ending June 18, 2022"	"2022/24"	12053	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 25 ending June 25, 2022"	"2022/25"	12103	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 26 ending July 02, 2022"	"2022/26"	12144	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 27 ending July 09, 2022"	"2022/27"	12340	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 28 ending July 16, 2022"	"2022/28"	12302	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 29 ending July 23, 2022"	"2022/29"	12578	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 30 ending July 30, 2022"	"2022/30"	12232	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 31 ending August 06, 2022"	"2022/31"	12405	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 32 ending August 13, 2022"	"2022/32"	12218	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 33 ending August 20, 2022"	"2022/33"	12231	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 34 ending August 27, 2022"	"2022/34"	11787	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 35 ending September 03, 2022"	"2022/35"	12075	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 36 ending September 10, 2022"	"2022/36"	12431	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 37 ending September 17, 2022"	"2022/37"	11950	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 38 ending September 24, 2022"	"2022/38"	12071	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 39 ending October 01, 2022"	"2022/39"	11876	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 40 ending October 08, 2022"	"2022/40"	11767	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 41 ending October 15, 2022"	"2022/41"	11706	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 42 ending October 22, 2022"	"2022/42"	11859	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 43 ending October 29, 2022"	"2022/43"	12032	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 44 ending November 05, 2022"	"2022/44"	12556	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 45 ending November 12, 2022"	"2022/45"	12674	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 46 ending November 19, 2022"	"2022/46"	12897	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 47 ending November 26, 2022"	"2022/47"	13499	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 48 ending December 03, 2022"	"2022/48"	14236	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 49 ending December 10, 2022"	"2022/49"	14441	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 50 ending December 17, 2022"	"2022/50"	14416	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 51 ending December 24, 2022"	"2022/51"	14653	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 52 ending December 31, 2022"	"2022/52"	14336	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 01 ending January 07, 2023 (provisional)"	"2023/01"	14305	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 02 ending January 14, 2023 (provisional)"	"2023/02"	13839	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 03 ending January 21, 2023 (provisional)"	"2023/03"	13015	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 04 ending January 28, 2023 (provisional)"	"2023/04"	13044	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 05 ending February 04, 2023 (provisional)"	"2023/05"	13266	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 06 ending February 11, 2023 (provisional)"	"2023/06"	12869	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 07 ending February 18, 2023 (provisional)"	"2023/07"	12833	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 08 ending February 25, 2023 (provisional)"	"2023/08"	13131	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 09 ending March 04, 2023 (provisional)"	"2023/09"	13237	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 10 ending March 11, 2023 (provisional)"	"2023/10"	13016	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 11 ending March 18, 2023 (provisional)"	"2023/11"	12883	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 12 ending March 25, 2023 (provisional)"	"2023/12"	12392	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 13 ending April 01, 2023 (provisional)"	"2023/13"	12502	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 14 ending April 08, 2023 (provisional)"	"2023/14"	12744	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 15 ending April 15, 2023 (provisional)"	"2023/15"	12441	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 16 ending April 22, 2023 (provisional)"	"2023/16"	12485	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 17 ending April 29, 2023 (provisional)"	"2023/17"	12405	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 18 ending May 06, 2023 (provisional)"	"2023/18"	11928	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 19 ending May 13, 2023 (provisional)"	"2023/19"	11879	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 20 ending May 20, 2023 (provisional)"	"2023/20"	11723	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 21 ending May 27, 2023 (provisional)"	"2023/21"	11478	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 22 ending June 03, 2023 (provisional)"	"2023/22"	11492	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 23 ending June 10, 2023 (provisional)"	"2023/23"	11740	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 24 ending June 17, 2023 (provisional)"	"2023/24"	11538	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 25 ending June 24, 2023 (provisional)"	"2023/25"	11643	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 26 ending July 01, 2023 (provisional)"	"2023/26"	11532	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 27 ending July 08, 2023 (provisional)"	"2023/27"	11499	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 28 ending July 15, 2023 (provisional)"	"2023/28"	11651	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 29 ending July 22, 2023 (provisional)"	"2023/29"	11952	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 30 ending July 29, 2023 (provisional)"	"2023/30"	11579	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 31 ending August 05, 2023 (provisional)"	"2023/31"	11684	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 32 ending August 12, 2023 (provisional)"	"2023/32"	11514	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 33 ending August 19, 2023 (provisional)"	"2023/33"	11901	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 34 ending August 26, 2023 (provisional)"	"2023/34"	11431	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 35 ending September 02, 2023 (provisional)"	"2023/35"	11687	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 36 ending September 09, 2023 (provisional)"	"2023/36"	11742	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 37 ending September 16, 2023 (provisional)"	"2023/37"	11708	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 38 ending September 23, 2023 (provisional)"	"2023/38"	11648	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 39 ending September 30, 2023 (provisional)"	"2023/39"	11726	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 40 ending October 07, 2023 (provisional)"	"2023/40"	12032	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 41 ending October 14, 2023 (provisional)"	"2023/41"	12127	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 42 ending October 21, 2023 (provisional)"	"2023/42"	11916	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 43 ending October 28, 2023 (provisional)"	"2023/43"	11702	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 44 ending November 04, 2023 (provisional)"	"2023/44"	12268	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 45 ending November 11, 2023 (provisional)"	"2023/45"	12289	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 46 ending November 18, 2023 (provisional)"	"2023/46"	12579	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 47 ending November 25, 2023 (provisional)"	"2023/47"	12310	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 48 ending December 02, 2023 (provisional)"	"2023/48"	12790	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 49 ending December 09, 2023 (provisional)"	"2023/49"	12901	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 50 ending December 16, 2023 (provisional)"	"2023/50"	12960	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 51 ending December 23, 2023 (provisional)"	"2023/51"	13432	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2023 Week 52 ending December 30, 2023 (provisional)"	"2023/52"	13309	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 01 ending January 06, 2024 (provisional)"	"2024/01"	13641	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 02 ending January 13, 2024 (provisional)"	"2024/02"	13855	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 03 ending January 20, 2024 (provisional)"	"2024/03"	13788	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 04 ending January 27, 2024 (provisional)"	"2024/04"	13362	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 05 ending February 03, 2024 (provisional)"	"2024/05"	12659	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 06 ending February 10, 2024 (provisional)"	"2024/06"	12594	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 07 ending February 17, 2024 (provisional)"	"2024/07"	12497	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 08 ending February 24, 2024 (provisional)"	"2024/08"	12413	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 09 ending March 02, 2024 (provisional)"	"2024/09"	12329	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 10 ending March 09, 2024 (provisional)"	"2024/10"	12201	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 11 ending March 16, 2024 (provisional)"	"2024/11"	12199	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 12 ending March 23, 2024 (provisional)"	"2024/12"	12337	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 13 ending March 30, 2024 (provisional)"	"2024/13"	11818	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 14 ending April 06, 2024 (provisional)"	"2024/14"	12123	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 15 ending April 13, 2024 (provisional)"	"2024/15"	12146	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 16 ending April 20, 2024 (provisional)"	"2024/16"	12081	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 17 ending April 27, 2024 (provisional)"	"2024/17"	11797	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 18 ending May 04, 2024 (provisional)"	"2024/18"	11848	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 19 ending May 11, 2024 (provisional)"	"2024/19"	11976	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 20 ending May 18, 2024 (provisional)"	"2024/20"	11899	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 21 ending May 25, 2024 (provisional)"	"2024/21"	11609	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 22 ending June 01, 2024 (provisional)"	"2024/22"	11898	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 23 ending June 08, 2024 (provisional)"	"2024/23"	11884	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 24 ending June 15, 2024 (provisional)"	"2024/24"	11836	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	11916	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	11917	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	12010	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 28 ending July 13, 2024 (provisional)"	"2024/28"	11882	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 29 ending July 20, 2024 (provisional)"	"2024/29"	11824	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 30 ending July 27, 2024 (provisional)"	"2024/30"	11795	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 31 ending August 03, 2024 (provisional)"	"2024/31"	11766	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 32 ending August 10, 2024 (provisional)"	"2024/32"	11651	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 33 ending August 17, 2024 (provisional)"	"2024/33"	11609	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 34 ending August 24, 2024 (provisional)"	"2024/34"	11506	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 35 ending August 31, 2024 (provisional)"	"2024/35"	11454	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 36 ending September 07, 2024 (provisional)"	"2024/36"	11634	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 37 ending September 14, 2024 (provisional)"	"2024/37"	11502	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 38 ending September 21, 2024 (provisional)"	"2024/38"	11379	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 39 ending September 28, 2024 (provisional)"	"2024/39"	11384	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 40 ending October 05, 2024 (provisional)"	"2024/40"	11327	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 41 ending October 12, 2024 (provisional)"	"2024/41"	11342	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 42 ending October 19, 2024 (provisional)"	"2024/42"	11001	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 43 ending October 26, 2024 (provisional)"	"2024/43"	10282	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 44 ending November 02, 2024 (provisional)"	"2024/44"	8955	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2024 Week 45 ending November 09, 2024 (provisional)"	"2024/45"	6817	Not Applicable	Not Applicable
"Total"	"Census Region 4: West"	"CENS-R4"			4378944	Not Applicable	Not Applicable
"Total"					21474840	Not Applicable	Not Applicable
"---"
"Dataset: Provisional Mortality Statistics, 2018 through Last Week"
"Query Parameters:"
"Group By: Residence Census Region; MMWR Week"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-provisional.html for more information."
"---"
"Query Date: Nov 22, 2024 2:19:18 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Provisional Mortality on CDC WONDER Online Database. Data are from the final Multiple Cause of Death Files, 2018-2022,"
"and from provisional data for years 2023-2024, as compiled from data provided by the 57 vital statistics jurisdictions through"
"the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/mcd-icd10-provisional.html on Nov 22, 2024 2:19:18"
"AM"
"---"
Messages:
"1. Rows with zero Deaths are hidden, but the Population values in those rows are included in the totals. Use Quick Options above"
"to show zero rows."
"2. Rows with suppressed Deaths are hidden, but the Deaths and Population values in those rows are included in the totals. Use"
"Quick Options above to show suppressed rows."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when location of Death's Occurrence, Autopsy, Place of Death, Weekday or"
"Month are grouped by or limited, due to lack of a valid population. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#NotApplicableRates."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Unreliable."
"4. Connecticut population estimates for 2022 are reported for 9 planning regions as county equivalent areas, instead of the"
"former 8 legacy counties in the Vintage 2022 postcensal series released by the Census Bureau on June 22, 2023. Populations"
