"Notes"	"Residence Census Region"	"Residence Census Region Code"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
	"Census Region 3: South"	"CENS-R3"	"2018 Week 02 ending January 13, 2018"	"2018/02"	26511	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 03 ending January 20, 2018"	"2018/03"	25969	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 04 ending January 27, 2018"	"2018/04"	25193	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 05 ending February 03, 2018"	"2018/05"	24530	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 06 ending February 10, 2018"	"2018/06"	24606	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 07 ending February 17, 2018"	"2018/07"	23902	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 08 ending February 24, 2018"	"2018/08"	22383	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 09 ending March 03, 2018"	"2018/09"	21711	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 10 ending March 10, 2018"	"2018/10"	22117	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 11 ending March 17, 2018"	"2018/11"	22061	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 12 ending March 24, 2018"	"2018/12"	21438	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 13 ending March 31, 2018"	"2018/13"	21383	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 14 ending April 07, 2018"	"2018/14"	21244	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 15 ending April 14, 2018"	"2018/15"	21471	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 16 ending April 21, 2018"	"2018/16"	21005	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 17 ending April 28, 2018"	"2018/17"	20952	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 18 ending May 05, 2018"	"2018/18"	21077	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 19 ending May 12, 2018"	"2018/19"	20679	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 20 ending May 19, 2018"	"2018/20"	20340	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 21 ending May 26, 2018"	"2018/21"	20124	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 22 ending June 02, 2018"	"2018/22"	20453	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 23 ending June 09, 2018"	"2018/23"	20728	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 24 ending June 16, 2018"	"2018/24"	20271	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 25 ending June 23, 2018"	"2018/25"	20076	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 26 ending June 30, 2018"	"2018/26"	20107	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 27 ending July 07, 2018"	"2018/27"	20376	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 28 ending July 14, 2018"	"2018/28"	20178	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 29 ending July 21, 2018"	"2018/29"	20093	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 30 ending July 28, 2018"	"2018/30"	19907	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 31 ending August 04, 2018"	"2018/31"	20249	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 32 ending August 11, 2018"	"2018/32"	20306	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 33 ending August 18, 2018"	"2018/33"	20044	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 34 ending August 25, 2018"	"2018/34"	20074	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 35 ending September 01, 2018"	"2018/35"	19990	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 36 ending September 08, 2018"	"2018/36"	19852	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 37 ending September 15, 2018"	"2018/37"	20261	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 38 ending September 22, 2018"	"2018/38"	20447	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 39 ending September 29, 2018"	"2018/39"	20148	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 40 ending October 06, 2018"	"2018/40"	20477	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 41 ending October 13, 2018"	"2018/41"	20360	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 42 ending October 20, 2018"	"2018/42"	20587	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 43 ending October 27, 2018"	"2018/43"	21147	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 44 ending November 03, 2018"	"2018/44"	21121	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 45 ending November 10, 2018"	"2018/45"	21082	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 46 ending November 17, 2018"	"2018/46"	21851	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 47 ending November 24, 2018"	"2018/47"	21657	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 48 ending December 01, 2018"	"2018/48"	21916	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 49 ending December 08, 2018"	"2018/49"	22120	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 50 ending December 15, 2018"	"2018/50"	22637	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 51 ending December 22, 2018"	"2018/51"	22638	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2018 Week 52 ending December 29, 2018"	"2018/52"	22337	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 01 ending January 05, 2019"	"2019/01"	22890	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 02 ending January 12, 2019"	"2019/02"	22819	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 03 ending January 19, 2019"	"2019/03"	22702	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 04 ending January 26, 2019"	"2019/04"	22533	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 05 ending February 02, 2019"	"2019/05"	22954	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 06 ending February 09, 2019"	"2019/06"	23039	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 07 ending February 16, 2019"	"2019/07"	22844	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 08 ending February 23, 2019"	"2019/08"	22726	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 09 ending March 02, 2019"	"2019/09"	22663	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 10 ending March 09, 2019"	"2019/10"	22818	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 11 ending March 16, 2019"	"2019/11"	22599	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 12 ending March 23, 2019"	"2019/12"	22509	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 13 ending March 30, 2019"	"2019/13"	22360	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 14 ending April 06, 2019"	"2019/14"	22264	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 15 ending April 13, 2019"	"2019/15"	22027	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 16 ending April 20, 2019"	"2019/16"	21420	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 17 ending April 27, 2019"	"2019/17"	21560	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 18 ending May 04, 2019"	"2019/18"	21626	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 19 ending May 11, 2019"	"2019/19"	21194	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 20 ending May 18, 2019"	"2019/20"	21195	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 21 ending May 25, 2019"	"2019/21"	21114	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 22 ending June 01, 2019"	"2019/22"	21156	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 23 ending June 08, 2019"	"2019/23"	21230	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 24 ending June 15, 2019"	"2019/24"	21009	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 25 ending June 22, 2019"	"2019/25"	20987	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 26 ending June 29, 2019"	"2019/26"	20601	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 27 ending July 06, 2019"	"2019/27"	20916	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 28 ending July 13, 2019"	"2019/28"	20693	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 29 ending July 20, 2019"	"2019/29"	20490	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 30 ending July 27, 2019"	"2019/30"	20548	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 31 ending August 03, 2019"	"2019/31"	20654	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 32 ending August 10, 2019"	"2019/32"	20687	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 33 ending August 17, 2019"	"2019/33"	20352	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 34 ending August 24, 2019"	"2019/34"	20356	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 35 ending August 31, 2019"	"2019/35"	20374	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 36 ending September 07, 2019"	"2019/36"	20569	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 37 ending September 14, 2019"	"2019/37"	20650	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 38 ending September 21, 2019"	"2019/38"	20360	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 39 ending September 28, 2019"	"2019/39"	20904	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 40 ending October 05, 2019"	"2019/40"	20795	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 41 ending October 12, 2019"	"2019/41"	20799	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 42 ending October 19, 2019"	"2019/42"	21311	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 43 ending October 26, 2019"	"2019/43"	21280	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 44 ending November 02, 2019"	"2019/44"	21191	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 45 ending November 09, 2019"	"2019/45"	21900	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 46 ending November 16, 2019"	"2019/46"	22100	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 47 ending November 23, 2019"	"2019/47"	22465	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 48 ending November 30, 2019"	"2019/48"	22180	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 49 ending December 07, 2019"	"2019/49"	22652	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 50 ending December 14, 2019"	"2019/50"	23102	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 51 ending December 21, 2019"	"2019/51"	22791	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2019 Week 52 ending December 28, 2019"	"2019/52"	23240	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 01 ending January 04, 2020"	"2020/01"	23670	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 02 ending January 11, 2020"	"2020/02"	24102	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 03 ending January 18, 2020"	"2020/03"	23251	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 04 ending January 25, 2020"	"2020/04"	22968	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 05 ending February 01, 2020"	"2020/05"	23229	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 06 ending February 08, 2020"	"2020/06"	23603	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 07 ending February 15, 2020"	"2020/07"	23155	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 08 ending February 22, 2020"	"2020/08"	22993	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 09 ending February 29, 2020"	"2020/09"	23278	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 10 ending March 07, 2020"	"2020/10"	23580	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 11 ending March 14, 2020"	"2020/11"	23241	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 12 ending March 21, 2020"	"2020/12"	23231	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 13 ending March 28, 2020"	"2020/13"	23678	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 14 ending April 04, 2020"	"2020/14"	24414	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 15 ending April 11, 2020"	"2020/15"	25155	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 16 ending April 18, 2020"	"2020/16"	24682	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 17 ending April 25, 2020"	"2020/17"	25201	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 18 ending May 02, 2020"	"2020/18"	24537	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 19 ending May 09, 2020"	"2020/19"	24628	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 20 ending May 16, 2020"	"2020/20"	24379	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 21 ending May 23, 2020"	"2020/21"	24074	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 22 ending May 30, 2020"	"2020/22"	23310	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 23 ending June 06, 2020"	"2020/23"	23275	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 24 ending June 13, 2020"	"2020/24"	23356	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 25 ending June 20, 2020"	"2020/25"	23503	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 26 ending June 27, 2020"	"2020/26"	23944	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 27 ending July 04, 2020"	"2020/27"	24849	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 28 ending July 11, 2020"	"2020/28"	26478	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 29 ending July 18, 2020"	"2020/29"	27643	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 30 ending July 25, 2020"	"2020/30"	28635	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 31 ending August 01, 2020"	"2020/31"	28462	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 32 ending August 08, 2020"	"2020/32"	27983	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 33 ending August 15, 2020"	"2020/33"	27874	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 34 ending August 22, 2020"	"2020/34"	26639	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 35 ending August 29, 2020"	"2020/35"	26171	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 36 ending September 05, 2020"	"2020/36"	25662	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 37 ending September 12, 2020"	"2020/37"	24988	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 38 ending September 19, 2020"	"2020/38"	24856	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 39 ending September 26, 2020"	"2020/39"	24914	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 40 ending October 03, 2020"	"2020/40"	24589	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 41 ending October 10, 2020"	"2020/41"	25321	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 42 ending October 17, 2020"	"2020/42"	24654	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 43 ending October 24, 2020"	"2020/43"	25303	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 44 ending October 31, 2020"	"2020/44"	25730	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 45 ending November 07, 2020"	"2020/45"	26760	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 46 ending November 14, 2020"	"2020/46"	26962	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 47 ending November 21, 2020"	"2020/47"	27388	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 48 ending November 28, 2020"	"2020/48"	27834	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 49 ending December 05, 2020"	"2020/49"	29262	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 50 ending December 12, 2020"	"2020/50"	30763	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 51 ending December 19, 2020"	"2020/51"	31271	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 52 ending December 26, 2020"	"2020/52"	31834	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2020 Week 53 ending January 02, 2021"	"2020/53"	34064	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 01 ending January 09, 2021"	"2021/01"	34432	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 02 ending January 16, 2021"	"2021/02"	35555	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 03 ending January 23, 2021"	"2021/03"	34675	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 04 ending January 30, 2021"	"2021/04"	32726	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 05 ending February 06, 2021"	"2021/05"	31333	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 06 ending February 13, 2021"	"2021/06"	29581	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 07 ending February 20, 2021"	"2021/07"	29139	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 08 ending February 27, 2021"	"2021/08"	27496	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 09 ending March 06, 2021"	"2021/09"	25973	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 10 ending March 13, 2021"	"2021/10"	25375	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 11 ending March 20, 2021"	"2021/11"	24268	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 12 ending March 27, 2021"	"2021/12"	24758	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 13 ending April 03, 2021"	"2021/13"	23342	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 14 ending April 10, 2021"	"2021/14"	24993	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 15 ending April 17, 2021"	"2021/15"	23904	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 16 ending April 24, 2021"	"2021/16"	24444	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 17 ending May 01, 2021"	"2021/17"	24120	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 18 ending May 08, 2021"	"2021/18"	23977	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 19 ending May 15, 2021"	"2021/19"	23718	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 20 ending May 22, 2021"	"2021/20"	23654	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 21 ending May 29, 2021"	"2021/21"	23599	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 22 ending June 05, 2021"	"2021/22"	23245	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 23 ending June 12, 2021"	"2021/23"	23470	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 24 ending June 19, 2021"	"2021/24"	23419	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 25 ending June 26, 2021"	"2021/25"	23244	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 26 ending July 03, 2021"	"2021/26"	23215	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 27 ending July 10, 2021"	"2021/27"	23189	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 28 ending July 17, 2021"	"2021/28"	23552	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 29 ending July 24, 2021"	"2021/29"	24366	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 30 ending July 31, 2021"	"2021/30"	25851	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 31 ending August 07, 2021"	"2021/31"	27877	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 32 ending August 14, 2021"	"2021/32"	30170	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 33 ending August 21, 2021"	"2021/33"	32293	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 34 ending August 28, 2021"	"2021/34"	33652	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 35 ending September 04, 2021"	"2021/35"	34332	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 36 ending September 11, 2021"	"2021/36"	33930	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 37 ending September 18, 2021"	"2021/37"	33157	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 38 ending September 25, 2021"	"2021/38"	31941	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 39 ending October 02, 2021"	"2021/39"	30581	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 40 ending October 09, 2021"	"2021/40"	28971	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 41 ending October 16, 2021"	"2021/41"	27632	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 42 ending October 23, 2021"	"2021/42"	26721	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 43 ending October 30, 2021"	"2021/43"	25868	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 44 ending November 06, 2021"	"2021/44"	25901	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 45 ending November 13, 2021"	"2021/45"	26173	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 46 ending November 20, 2021"	"2021/46"	25590	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 47 ending November 27, 2021"	"2021/47"	25427	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 48 ending December 04, 2021"	"2021/48"	26644	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 49 ending December 11, 2021"	"2021/49"	27055	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 50 ending December 18, 2021"	"2021/50"	26271	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 51 ending December 25, 2021"	"2021/51"	26814	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2021 Week 52 ending January 01, 2022"	"2021/52"	27949	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 01 ending January 08, 2022"	"2022/01"	29889	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 02 ending January 15, 2022"	"2022/02"	33024	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 03 ending January 22, 2022"	"2022/03"	34227	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 04 ending January 29, 2022"	"2022/04"	35275	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 05 ending February 05, 2022"	"2022/05"	33981	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 06 ending February 12, 2022"	"2022/06"	32189	Not Applicable	Not Applicable
